73,female,46,4You,908.42,140448.68,239822.47,264,532.0,1.38,94,19429.49,206.7,39,259251.96
74,none,24,4You,877.84,40446.48,71982.57,82,493.25,1.28,12,2347.87,195.66,7,74330.44
75,male,65,4You,998.95,127762.42,245740.7,246,519.36,1.35,103,20843.97,202.37,40,266584.67000000004
76,none,65,4You,969.05,36263.92,69771.3,72,503.67,1.31,14,2801.72,200.12,6,72573.02
77,female,57,4You,875.73,92029.58,173394.03,198,464.8,1.21,69,14625.77,211.97,26,188019.8
78,none,31,4You,905.59,95061.86,177495.39,196,485.01,1.26,53,10605.92,200.11,21,188101.31000000003
79,female,65,4You,888.33,83381.52,154568.98,174,479.2,1.25,59,14261.21,241.72,24,168830.19
80,female,45,4You,1005.17,31774.38,60310.25,60,529.57,1.38,21,5424.6,258.31,8,65734.85
81,female,21,4You,885.39,82185.52,143433.16,162,507.32,1.32,68,14748.0,216.88,27,158181.16
82,male,60,4You,921.88,202801.72,361377.27,392,517.35,1.34,131,29376.44,224.25,53,390753.71
83,none,51,4You,948.13,144318.38,267373.64,282,511.77,1.33,98,21132.22,215.63,39,288505.86
84,none,49,4You,877.96,96213.0,177348.56,202,476.3,1.24,66,14095.15,213.56,27,191443.71
85,male,39,4You,1018.63,3884.68,6111.75,6,647.45,1.68,8,2304.96,288.12,2,8416.71
86,female,30,4You,890.73,18519.56,37410.85,42,440.94,1.15,11,2517.52,228.87,4,39928.369999999995
87,female,30,4You,983.7,7167.28,11804.43,12,597.27,1.55,9,1281.76,142.42,3,13086.19
88,none,21,4You,886.98,18515.84,33705.37,38,487.26,1.27,13,2763.18,212.55,6,36468.55
89,female,28,4You,894.25,40811.34,69751.37,78,523.22,1.36,34,7486.91,220.2,12,77238.28
90,none,39,4You,932.56,186352.84,348779.19,374,498.27,1.29,157,33710.56,214.72,61,382489.75
91,male,21,4You,958.22,89570.22,155231.21,162,552.9,1.44,65,12948.85,199.21,23,168180.06
92,female,43,4You,987.19,21681.24,43436.31,44,492.76,1.28,20,3823.87,191.19,8,47260.18
93,none,32,4You,897.87,177690.78,325028.69,362,490.86,1.28,157,32468.14,206.8,65,357496.83
94,none,47,4You,960.11,203915.92,372524.59,388,525.56,1.37,164,36214.81,220.82,61,408739.4
95,none,21,4You,913.79,112729.72,213826.13,234,481.75,1.25,104,21810.71,209.72,37,235636.84
96,female,40,4You,837.9,108945.16,202770.73,242,450.19,1.17,76,16552.79,217.8,30,219323.52000000002
97,none,47,4You,899.46,91689.46,172695.74,192,477.55,1.24,105,20942.98,199.46,39,193638.72
98,female,23,4You,928.9,31903.64,57591.97,62,514.57,1.34,8,1802.5,225.31,7,59394.47
99,none,41,4You,952.55,28392.28,51437.93,54,525.78,1.37,18,3361.95,186.77,7,54799.88
100,female,36,4You,919.08,150195.46,262856.01,286,525.16,1.36,85,19641.46,231.08,36,282497.47000000003
101,male,59,4You,963.52,52307.6,96352.49,100,523.08,1.36,43,9175.84,213.39,18,105528.33
102,male,43,4You,892.89,28338.74,53573.33,60,472.31,1.23,13,3332.11,256.32,7,56905.44
103,female,39,4You,950.78,73194.34,135010.98,142,515.45,1.34,62,12336.35,198.97,26,147347.33000000002
104,male,32,4You,938.28,139491.34,264594.74,282,494.65,1.29,96,20797.46,216.64,44,285392.2
105,male,31,4You,929.78,184583.86,340299.97,366,504.33,1.31,166,33525.49,201.96,68,373825.45999999996
106,none,27,4You,936.34,155911.1,284645.89,304,512.87,1.33,141,30001.01,212.77,54,314646.9
107,female,46,4You,899.09,133639.18,260734.79,290,460.82,1.2,116,24472.47,210.97,43,285207.26
108,female,58,4You,902.84,41949.58,79449.7,88,476.7,1.24,35,6139.9,175.43,14,85589.59999999999
109,female,24,4You,905.15,145666.12,267924.46,296,492.12,1.28,122,26795.02,219.63,50,294719.48000000004
110,none,54,4You,924.57,151876.4,286615.46,310,489.92,1.27,79,18415.41,233.11,37,305030.87
111,female,63,4You,916.88,194659.38,344746.11,376,517.71,1.35,158,36663.99,232.05,60,381410.1
112,male,53,4You,910.08,189346.82,353110.09,388,488.01,1.27,166,36506.46,219.92,62,389616.55000000005
113,none,38,4You,974.49,124366.12,228030.76,234,531.48,1.38,114,27061.91,237.39,44,255092.67
114,male,47,4You,886.37,25199.7,46091.1,52,484.61,1.26,28,5372.45,191.87,11,51463.549999999996
115,none,48,4You,965.46,181738.34,341772.87,354,513.39,1.33,170,36763.83,216.26,63,378536.7
116,male,59,4You,862.57,90619.82,169064.44,196,462.35,1.2,91,19038.94,209.22,33,188103.38
117,none,38,4You,884.93,107910.96,203534.6,230,469.18,1.22,104,21829.38,209.9,39,225363.98
118,female,45,4You,953.94,103141.16,192695.03,202,510.6,1.33,80,16567.25,207.09,32,209262.28
119,male,38,4You,864.62,179781.54,319909.44,370,485.9,1.26,118,28535.28,241.82,55,348444.72
120,none,41,4You,930.11,160403.4,299496.65,322,498.15,1.29,147,31649.89,215.31,54,331146.54000000004
121,male,54,4You,895.6,46709.48,93142.49,104,449.13,1.17,41,9313.22,227.15,15,102455.71
122,none,56,4You,973.05,68639.68,124550.2,128,536.25,1.39,52,10778.72,207.28,21,135328.91999999998
123,male,60,4You,899.2,24007.98,37766.5,42,571.62,1.48,23,4605.35,200.23,10,42371.85
124,female,54,4You,931.38,94056.68,163923.53,176,534.41,1.39,64,14526.48,226.98,22,178450.01
125,male,61,4You,845.15,45851.94,82824.27,98,467.88,1.22,22,4910.86,223.22,10,87735.13
126,none,47,4You,951.14,187048.64,344314.28,362,516.71,1.34,171,36965.52,216.17,64,381279.80000000005
127,none,47,4You,927.84,110171.58,207837.11,224,491.84,1.28,98,21832.88,222.78,37,229669.99
129,female,50,4You,959.23,187560.84,351079.34,366,512.46,1.33,138,29515.76,213.88,53,380595.10000000003
130,female,65,4You,871.18,4808.66,10454.11,12,400.72,1.04,5,1301.26,260.25,2,11755.37
131,female,25,4You,882.81,93971.42,180093.62,204,460.64,1.2,83,17969.62,216.5,29,198063.24
132,none,48,4You,939.27,67609.22,127740.26,136,497.13,1.29,49,10079.49,205.7,20,137819.75
133,female,28,4You,925.65,113260.78,205493.27,222,510.18,1.33,70,14952.47,213.61,27,220445.74
134,male,54,4You,978.75,144000.86,258389.36,264,545.46,1.42,98,21136.64,215.68,41,279526.0
135,female,45,4You,926.56,87144.58,157514.93,170,512.62,1.33,68,14656.9,215.54,28,172171.83
136,female,53,4You,854.43,15225.68,30759.31,36,422.94,1.1,11,1886.28,171.48,5,32645.59
137,none,60,4You,901.14,110911.36,205460.64,228,486.45,1.26,89,19550.3,219.67,37,225010.94
138,female,27,4You,948.14,28427.96,53095.61,56,507.64,1.32,28,6183.39,220.84,11,59279.0
139,none,31,4You,962.99,115837.72,204153.86,212,546.4,1.42,78,19107.56,244.97,31,223261.41999999998
140,female,65,4You,909.67,128970.44,245611.05,270,477.67,1.24,80,16366.81,204.59,36,261977.86
141,none,39,4You,960.63,31737.54,57637.54,60,528.96,1.37,26,5365.77,206.38,11,63003.31
142,male,39,4You,971.58,50978.02,91328.36,94,542.32,1.41,27,5199.71,192.58,12,96528.07
143,female,37,4You,902.34,39196.76,72187.09,80,489.96,1.27,35,7552.03,215.77,15,79739.12
144,female,53,4You,961.7,52164.1,92323.13,96,543.38,1.41,27,5218.65,193.28,9,97541.78
145,female,30,4You,907.73,189193.7,348566.55,384,492.69,1.28,117,26497.36,226.47,47,375063.91
146,male,65,4You,908.67,193228.34,345294.98,380,508.5,1.32,144,33629.37,233.54,57,378924.35
147,none,55,4You,851.71,23344.36,44288.77,52,448.93,1.17,15,2591.8,172.79,9,46880.57
148,male,57,4You,953.71,186091.7,337611.91,354,525.68,1.37,128,26867.56,209.9,47,364479.47
149,female,37,4You,916.32,156508.6,295055.47,322,486.05,1.26,151,31553.71,208.96,59,326609.18
150,none,39,4You,875.37,15338.4,29762.6,34,451.13,1.17,19,3970.38,208.97,7,33732.979999999996
151,none,40,4You,919.34,95367.26,176513.69,192,496.7,1.29,58,12072.03,208.14,22,188585.72
152,female,42,4You,934.18,157500.44,291463.27,312,504.81,1.31,127,24990.34,196.77,51,316453.61000000004
153,female,65,4You,955.99,104952.52,193110.76,202,519.57,1.35,73,17782.32,243.59,28,210893.08000000002
154,male,46,4You,947.87,28480.68,51185.12,54,527.42,1.37,20,4599.31,229.97,8,55784.43
155,none,26,4You,905.44,174768.86,322335.37,356,490.92,1.28,149,32342.27,217.06,55,354677.64
156,female,53,4You,895.38,124748.34,232798.5,260,479.8,1.25,109,23013.66,211.13,40,255812.16
157,none,42,4You,908.16,145811.78,259734.84,286,509.83,1.32,119,26474.5,222.47,51,286209.33999999997
158,male,52,4You,985.16,208198.82,382240.6,388,536.59,1.39,165,36740.57,222.67,64,418981.17
159,male,26,4You,893.15,31715.6,58947.84,66,480.54,1.25,20,3790.59,189.53,9,62738.42999999999
160,none,43,4You,953.56,58657.04,104891.62,110,533.25,1.39,32,6570.56,205.33,13,111462.18
161,male,62,4You,879.66,120718.24,225193.83,256,471.56,1.23,107,23836.33,222.77,44,249030.15999999997
162,female,21,4You,964.91,114405.3,214210.73,222,515.34,1.34,90,17882.57,198.7,34,232093.30000000002
163,male,59,4You,978.81,62841.68,121372.33,124,506.79,1.32,59,13326.62,225.87,22,134698.95
164,male,35,4You,942.2,43880.56,75375.64,80,548.51,1.42,26,4747.52,182.6,10,80123.16
165,none,62,4You,934.08,27341.1,48572.25,52,525.79,1.37,18,4203.22,233.51,9,52775.47
166,none,65,4You,953.09,143173.6,261147.81,274,522.53,1.36,113,24585.63,217.57,46,285733.44
167,male,65,4You,1028.06,14116.0,28785.58,28,504.14,1.31,11,3238.26,294.39,5,32023.840000000004
168,female,53,4You,911.38,166305.18,315336.25,346,480.65,1.25,148,32194.21,217.53,58,347530.46
169,none,55,4You,931.24,124929.96,225359.62,242,516.24,1.34,81,15682.47,193.61,33,241042.09
170,none,36,4You,913.02,110443.96,200863.52,220,502.02,1.3,88,18206.25,206.89,33,219069.77
171,male,49,4You,935.79,98160.12,175929.36,188,522.13,1.36,65,11886.53,182.87,26,187815.88999999998
172,none,44,4You,882.3,4122.52,7058.4,8,515.31,1.34,6,1078.42,179.74,3,8136.82
173,male,49,4You,948.61,79195.52,140394.16,148,535.1,1.39,52,11958.41,229.97,23,152352.57
174,none,59,4You,890.96,193126.68,352820.64,396,487.69,1.27,149,30973.71,207.88,61,383794.35000000003
175,female,48,4You,896.55,135069.58,245654.66,274,492.95,1.28,108,24120.75,223.34,41,269775.41000000003
176,female,32,4You,932.58,126654.64,225683.92,242,523.37,1.36,112,24853.26,221.9,47,250537.18000000002
177,male,55,4You,934.81,150749.66,284181.74,304,495.89,1.29,113,24178.36,213.97,42,308360.1
178,male,36,4You,929.03,129240.94,243404.73,262,493.29,1.28,139,29110.89,209.43,54,272515.62
179,female,55,4You,907.85,85607.1,163413.24,180,475.6,1.24,57,12959.66,227.36,25,176372.9
180,male,27,4You,952.36,132796.32,251422.22,264,503.02,1.31,112,21511.06,192.06,41,272933.28
181,none,23,4You,920.01,98754.84,184001.96,200,493.77,1.28,53,8885.72,167.66,22,192887.68
182,male,29,4You,904.21,114097.84,207967.76,230,496.08,1.29,110,23181.69,210.74,41,231149.45
183,male,42,4You,945.66,193716.64,357457.71,378,512.48,1.33,126,24679.43,195.87,54,382137.14
184,male,60,4You,1028.65,41334.32,76119.79,74,558.57,1.45,22,4299.34,195.42,12,80419.12999999999
185,male,54,4You,954.92,137354.16,250188.9,262,524.25,1.36,90,18349.26,203.88,34,268538.16
186,female,56,4You,919.14,171569.48,314344.61,342,501.67,1.3,140,29482.03,210.59,53,343826.64
187,male,59,4You,924.61,148661.94,284780.28,308,482.67,1.25,110,22853.84,207.76,47,307634.12000000005
188,male,24,4You,932.07,111416.72,221831.67,238,468.14,1.22,92,18701.45,203.28,36,240533.12000000002
189,male,31,4You,922.25,194067.18,354142.22,384,505.38,1.31,123,26676.81,216.88,50,380819.02999999997
190,none,60,4You,897.29,36263.5,69988.64,78,464.92,1.21,27,5791.49,214.5,9,75780.13
191,none,35,4You,900.21,132499.12,252057.76,280,473.21,1.23,116,24718.53,213.09,48,276776.29000000004
192,male,41,4You,920.42,54500.32,97564.6,106,514.15,1.34,35,6374.09,182.12,13,103938.69
193,male,62,4You,962.12,174984.82,315574.2,328,533.49,1.39,144,32314.93,224.41,57,347889.13
194,male,37,4You,914.37,176898.92,314542.93,344,514.24,1.34,139,32319.29,232.51,54,346862.22
195,male,39,4You,914.5,192520.58,363971.82,398,483.72,1.26,130,25507.18,196.21,58,389479.0
196,female,59,4You,946.88,80963.36,149607.24,158,512.43,1.33,71,14675.66,206.7,29,164282.9
197,male,23,4You,898.4,103566.18,190461.71,212,488.52,1.27,64,12283.5,191.93,24,202745.21
198,none,41,4You,1001.81,8060.82,16028.9,16,503.8,1.31,7,1924.8,274.97,3,17953.7
199,none,49,4You,831.93,48226.76,86520.41,104,463.72,1.21,60,13107.28,218.45,21,99627.69
200,none,29,4You,1061.71,16643.6,27604.45,26,640.14,1.66,9,1786.17,198.46,3,29390.620000000003
201,male,41,4You,1035.03,36356.44,64171.89,62,586.39,1.52,15,3975.23,265.02,5,68147.12
202,male,34,4You,900.2,33420.66,64814.76,72,464.18,1.21,28,6840.89,244.32,10,71655.65000000001
203,male,46,4You,943.23,150481.62,284854.56,302,498.28,1.29,97,21962.5,226.42,43,306817.06
204,none,30,4You,949.69,136008.34,252616.65,266,511.31,1.33,89,20113.14,225.99,35,272729.79
205,none,24,4You,828.74,45104.32,81216.63,98,460.25,1.2,43,9148.62,212.76,17,90365.25
206,female,33,4You,946.49,140765.68,263124.89,278,506.35,1.32,116,23079.22,198.96,43,286204.11
207,female,33,4You,949.7,109980.6,205135.98,216,509.17,1.32,78,16251.29,208.35,35,221387.27000000002
208,female,37,4You,919.5,133444.18,253781.47,276,483.49,1.26,108,24407.33,225.99,43,278188.8
209,male,51,4You,896.3,122587.88,224074.08,250,490.35,1.27,86,18825.69,218.9,32,242899.77
210,none,55,4You,945.62,158576.24,289358.25,306,518.22,1.35,116,23305.05,200.91,46,312663.3
211,female,57,4You,907.32,64957.28,119766.18,132,492.1,1.28,42,8503.59,202.47,16,128269.76999999999
212,male,34,4You,954.48,185793.0,339794.27,356,521.89,1.36,136,29430.11,216.4,52,369224.38
213,female,44,4You,898.42,99742.28,186870.99,208,479.53,1.25,71,15220.71,214.38,27,202091.69999999998
214,female,62,4You,1030.66,34217.4,65962.18,64,534.65,1.39,16,4128.62,258.04,7,70090.79999999999
215,none,30,4You,920.25,36044.96,69938.71,76,474.28,1.23,37,6218.4,168.06,13,76157.11
216,none,32,4You,946.25,172926.98,321725.98,340,508.61,1.32,114,23817.76,208.93,45,345543.74
217,none,53,4You,940.29,52264.0,95909.25,102,512.39,1.33,36,7167.58,199.1,13,103076.83
218,female,60,4You,891.18,66198.92,124765.86,140,472.85,1.23,62,13602.47,219.39,24,138368.33
219,none,59,4You,930.4,168261.2,310753.92,334,503.78,1.31,142,28867.86,203.29,54,339621.77999999997
220,none,47,4You,937.67,168832.42,305679.33,326,517.89,1.35,158,34964.09,221.29,67,340643.42000000004
221,female,58,4You,894.41,28786.78,57242.35,64,449.79,1.17,17,3215.86,189.17,8,60458.21
222,female,21,4You,897.82,140014.68,256775.83,286,489.56,1.27,125,26175.07,209.4,52,282950.89999999997
223,female,36,4You,912.62,157663.72,297513.6,326,483.63,1.26,134,24915.24,185.93,52,322428.83999999997
224,female,65,4You,909.96,105135.3,181992.79,200,525.68,1.37,83,16218.38,195.4,36,198211.17
225,none,35,4You,826.84,4909.76,8268.45,10,490.98,1.28,5,1564.91,312.98,2,9833.36
226,female,29,4You,926.69,68863.26,131590.44,142,484.95,1.26,49,9099.8,185.71,24,140690.24
227,none,44,4You,969.62,44222.68,83387.69,86,514.22,1.34,42,8351.09,198.84,13,91738.78
228,male,29,4You,947.78,149256.66,278647.06,294,507.68,1.32,107,21447.54,200.44,46,300094.6
229,none,51,4You,898.18,134700.62,249694.13,278,484.53,1.26,100,21086.33,210.86,38,270780.46
230,female,35,4You,926.92,160629.04,302174.48,326,492.73,1.28,114,24974.94,219.08,43,327149.42
231,male,50,4You,931.1,119600.02,223463.66,240,498.33,1.29,78,17474.48,224.03,29,240938.14
232,female,29,4You,985.75,24130.18,49287.36,50,482.6,1.25,29,6395.92,220.55,11,55683.28
233,female,63,4You,865.55,66672.56,129831.96,150,444.48,1.16,64,11469.52,179.21,23,141301.48
234,female,45,4You,940.24,185048.1,346009.29,368,502.85,1.31,132,28558.13,216.35,52,374567.42
235,female,49,4You,1010.06,11631.96,22221.21,22,528.73,1.37,4,663.96,165.99,1,22885.17
236,none,46,4You,956.11,156857.22,273448.01,286,548.45,1.43,117,22329.52,190.85,45,295777.53
237,female,47,4You,901.81,167402.04,317436.78,352,475.57,1.24,154,29710.03,192.92,59,347146.81000000006
238,male,38,4You,983.56,79467.62,145566.87,148,536.94,1.39,35,7641.45,218.33,16,153208.32
239,female,51,4You,956.9,192665.62,346399.26,362,532.23,1.38,110,21477.65,195.25,45,367876.91000000003
240,none,33,4You,974.88,91283.68,171579.55,176,518.66,1.35,59,11073.48,187.69,22,182653.03
241,female,63,4You,920.51,201777.46,368203.45,400,504.44,1.31,144,30098.43,209.02,64,398301.88
242,male,56,4You,968.38,173764.42,319564.63,330,526.56,1.37,172,39188.11,227.84,62,358752.74
243,none,45,4You,944.01,174025.44,311523.48,330,527.35,1.37,130,27533.94,211.8,50,339057.42
244,female,45,4You,887.0,112507.78,205784.53,232,484.95,1.26,97,20545.11,211.81,36,226329.64
245,female,40,4You,867.6,127410.54,230782.63,266,478.99,1.24,132,28671.15,217.21,49,259453.78
246,female,33,4You,977.44,92821.76,181804.36,186,499.04,1.3,81,18172.17,224.35,30,199976.52999999997
247,none,25,4You,953.86,191855.52,349112.54,366,524.2,1.36,114,25830.75,226.59,46,374943.29
248,female,49,4You,942.12,131168.96,243067.23,258,508.41,1.32,93,19362.24,208.2,40,262429.47000000003
249,male,26,4You,899.72,71391.94,131359.52,146,488.99,1.27,34,5656.81,166.38,15,137016.33
250,male,38,4You,931.54,167799.5,301819.82,324,517.9,1.35,112,23830.79,212.77,43,325650.61
251,male,25,4You,900.58,192950.12,342220.56,380,507.76,1.32,169,35136.67,207.91,69,377357.23
252,none,47,4You,1051.15,36160.9,65171.23,62,583.24,1.52,36,9335.77,259.33,11,74507.0
253,female,41,4You,900.07,56056.64,102608.08,114,491.72,1.28,50,11959.84,239.2,20,114567.92
254,none,44,4You,924.49,185605.4,347609.86,376,493.63,1.28,135,29019.0,214.96,51,376628.86
255,male,31,4You,1031.91,17640.84,37148.59,36,490.02,1.27,16,2716.81,169.8,7,39865.399999999994
256,none,51,4You,950.95,67404.12,121721.97,128,526.59,1.37,53,11784.91,222.36,23,133506.88
257,female,39,4You,881.5,44744.34,77572.03,88,508.46,1.32,21,3961.6,188.65,7,81533.63
258,male,35,4You,885.98,140660.26,260479.27,294,478.44,1.24,109,23039.47,211.37,45,283518.74
259,none,49,4You,860.44,92503.56,166925.62,194,476.82,1.24,58,11359.16,195.85,25,178284.78
260,none,51,4You,894.56,145913.42,270158.36,302,483.16,1.26,93,18539.06,199.34,41,288697.42
261,none,50,4You,1010.15,128078.24,240415.0,238,538.14,1.4,85,19010.17,223.65,36,259425.16999999998
262,male,33,4You,924.83,131626.98,247854.22,268,491.15,1.28,92,21235.51,230.82,37,269089.73
263,none,34,4You,899.16,98739.34,187024.35,208,474.71,1.23,66,15219.78,230.6,28,202244.13
264,male,40,4You,908.87,187459.38,345372.46,380,493.31,1.28,153,30479.1,199.21,62,375851.56
265,female,30,4You,890.73,92408.78,172801.75,194,476.33,1.24,68,13661.78,200.91,27,186463.53
266,male,45,4You,939.43,131227.18,257402.79,274,478.93,1.24,114,24890.77,218.34,45,282293.56
267,female,40,4You,946.06,133010.64,255435.6,270,492.63,1.28,94,21154.92,225.05,35,276590.52
268,none,47,4You,912.43,185029.24,335774.43,368,502.8,1.31,155,35148.74,226.77,57,370923.17
269,none,49,4You,887.33,51178.32,97606.2,110,465.26,1.21,61,14422.37,236.43,24,112028.56999999999
270,male,51,4You,996.18,10253.4,21915.9,22,466.06,1.21,1,165.99,165.99,1,22081.890000000003
271,male,63,4You,927.67,146181.1,291287.56,314,465.54,1.21,143,30829.71,215.59,55,322117.27
272,female,56,4You,897.74,60302.84,114910.98,128,471.12,1.22,45,9147.82,203.28,16,124058.79999999999
